Msqnm,Fctn,Prvn,Pftn,Cont,Spfcadd,Msqintdc,Topmsq,Kcrsusp,Sncarlv,Longit,Latit
内乡县清真寺,年代不详,河南省,南阳市,内乡县,河南省内乡县南大街,内乡县清真寺坐落于河南省内乡县南大街，建于明崇恢年间，历史悠久。全寺占地面积1.3亩，全寺建筑总面积为749平方米，大殿建筑面积389平方米，为中国宫殿式。,,,,111.849260,33.044830
社旗县城关清真寺,年代不详,河南省,南阳市,社旗县,,社旗县城关清真寺位于河南省南阳市社旗县，始建于明崇祯(1628—1644)年间。清真寺占地五亩一分，其中大殿檐间饰有精细的木雕花卉、人物，千姿百态。,,,,118.610283,24.823383
唐河县金光清真寺,年代不详,河南省,南阳市,唐河县,,金光清真寺又名常湾清真寺。该寺复建于1993年1月。本坊有阿訇1人、满拉2人、学董及乡老9人。藏阿文《古兰经》30本。,,,,115.374360,33.257220
唐河县湖阳东清真寺,年代不详,河南省,南阳市,唐河县,,湖阳东清真寺位于河南省唐河县湖阳镇。创建于明朝初年。该寺由湖阳东清真寺由本坊李姓祖先李顺在官拜总兵之后，回家省亲时为作纪念，特筹资兴建。,,,,112.755493,32.412670
新野县沙堰清真寺,明熹宗天启五年(1625),河南省,南阳市,新野县,,新野县沙堰清真寺始建于明熹宗天启五年(1625)，有榜眼马之骏撰额，邓县人彭姓穆斯林建造。《南阳宗教志》308而述撰写的记事碑文。此寺规模宏大，设备完备，具有清真寺建筑的典型特征，经过后世的不断修缮，建国后仍然保持着原来的格局。,,,,129.533620,48.290450
新野县横堤铺清真寺,年代不详,河南省,南阳市,新野县,,横堤铺清真寺位于新野县，民国十四年，由丁文生在本族中募资建造，是-—'座兼作丁氏祠堂的礼拜寺。,,,,130.904990,45.210720
镇平清真寺,年代不详,河南省,南阳市,镇平县,河南省镇平县城关乡,镇平清真寺该寺坐落于河南省镇平县城关乡，始建于明嘉靖五年(1526年)。建筑面积210平方米，全寺建筑面积1000平方米，大殿属悬山式。,,,,112.239944,33.035645
镇平县礼拜寿清真寺,明末,河南省,南阳市,镇平县,,礼拜寿清真寺始建于明末，后经顺治七年(1650)，光绪二十八年(1902)两次重修。占地三亩，建筑面积一亩二分。殿内精工描绘镇平县八个风景点的图画，十分毕肖,,,,113.648994,34.176884
镇平县贾宋清真寺,年代不详,河南省,南阳市,镇平县,,贾宋清真寺创建于明朝嘉靖三十五年(1556年)，坐落于河南省镇平县贾宋镇。多年来经历过数次损毁和重建，最近一次在1988年重建。现清真寺有集门楼、讲堂、客厅为一体的阿拉伯风格现代化双层楼房一座。,,,,104.079422,26.655062
新野清真寺,2006年3月,河南省,南阳市,,,新野清真寺是新野的清真古寺之一，2006年3月建成，高76米，占地7亩。,,,,129.533620,48.290450
南阳市瓦店清真寺,年代不详,河南省,南阳市,,,瓦店清真寺(老瓦店)是明崇祯年间创建的一座古寺，她坐落在河南省南阳市宛南重镇白河之滨的瓦店镇，坊民有2000余人，围寺而居.主要姓氏有王、马、买、余、白、柏、李等.大多布分在瓦南、瓦北和逵营三个村居住，清真寺占地面积10余亩，全部房屋44间，分别是:礼拜殿12间，讲堂15间，男女水房及南厢房共17间=当时，坊上原有义地18亩，现由瓦南、瓦北两个村分担管理，每年收益折成款交给该寺。,,,,116.928703,32.328327
宝丰县闪庄清真寺,年代不详,河南省,平顶山市,宝丰县,宝丰县东部李庄乡,闪庄清真寺位于宝丰县东部李庄乡，闪庄村。北部、东部与郏县连接，南部是平顶山。周围有七个回民自然村，村村连接，由三郎庙南寺、三郎庙北寺、礼拜寺、小崔庄寺、老崔庄寺、禄庄寺、辛庄寺。清真寺由中原寺(三郎庙南部)分解到礼拜寺，在48年由本坊乡老李法孟(已归真)，初建本寺。,,,,113.273369,33.839611
濮阳清真寺,光绪七年（1882年）,河南省,濮阳市,濮阳县,河南省濮阳县城内礼堂街南侧,"濮阳清真寺位于城内礼堂街南侧，始建于光绪七年(1882年)，坐南朝北，大门横匾上书""清真寺""斗大金字，为清末拔贡李多助所书。门额绘制山水松鹤图案，顶部两端及中部装修日月模型，看去非常别致。",,,,115.068413,35.703716
沁阳市水南关清真寺,年代不详,河南省,沁阳市,,,水南关清真寺位于沁阳市太行办事处水南关村，始建于元代，明、清均有增修，文革期间遭到破坏。1992—1995年，该村村民筹资对其进行了复修。,,,,103.747398,35.567692
汝州市临汝清真寺,年代不详,河南省,汝州市,,,临汝清真寺位于河南省汝州市临汝镇。始建于明朝，具体年代不详，后来屡有重建。现今清真寺占地面积约0.5亩。,,,,130.271713,45.295692
灵宝市新灵东街清真寺,年代不详,河南省,三门峡市,灵宝市,,新灵东街清真寺位于新灵东街繁华地段，修建于1989年11月。坊上有200多户穆斯林，均分别来自许昌、荥阳、商丘、周口、漯河、南阳、平顶山、卢氏、山东等地。在此安家落户的穆斯林，感赞真主，200多户穆民坚信安拉，虔心奉教。,,,,112.510780,34.704310
卢氏县北关清真上寺,年代不详,河南省,三门峡市,卢氏县,豫西的三门峡境内,卢氏县北关清真上寺位于豫西的三门峡境内，是该地区最古老的一座清真寺。该寺始建于清朝初期。寺院的主体结构有卷棚、大殿、六角形后窑。三部分组成，另有北讲堂、南讲堂、水房等设施。该寺现在是三门峡市文物保护单位，已准备申请河南省文物保护单位。,,,,111.218369,34.494171
民权县赵岗清真寺,年代不详,河南省,商丘市,民权县,王桥乡赵岗村北头,赵岗清真寺位于王桥乡赵岗村北头，始建于1928年，于1996年翻新。现寺有礼拜殿3间，占地2亩。,,,,115.232872,34.711052
民权县许庄清真寺,1935年,河南省,商丘市,民权县,,许庄清真寺，座落在北关镇许庄村，坊上有回民800人，主要居住在许庄。,,,,113.832470,34.026690
民权县吴庄寨清真寺,1948年,河南省,商丘市,民权县,,吴庄寨清真寺位于北关镇吴庄寨村，始建于1948年，后经历数次重建。现占地1.5亩，其中清真寺有礼拜殿3间。,,,,106.062430,37.425330
民权县王桥清真寺,年代不详,河南省,商丘市,民权县,,王桥清真寺，座落在民权县王桥乡王桥集，有回族居民550人，主要分布在王桥集、麻花庄等村。,,,,115.232872,34.711052
民权县睢州坝清真寺,清嘉庆年间,河南省,商丘市,民权县,,睢州坝清真寺处于城关镇睢州坝村，始建于清嘉庆年间，多年来经历数次重建，最近一次于1987年重建。现今占地3亩。,,,,115.088577,34.429306
民权县石柱清真寺,年代不详,河南省,商丘市,民权县,尹店乡石柱村,石柱清真寺位于尹店乡石柱村，始建于清末，多年来经历过数次损毁重建，最近一次于1981年重建。现今占地3亩，有平房圆顶阿拉伯式礼拜殿一座。,,,,115.232872,34.711052
民权县西张庄清真寺,年代不详,河南省,商丘市,民权县,胡集回族乡西张庄村,"清真寺有回民居住始于清代。据该庄《张氏族谱》载:""清咸丰年间，因黄河决口，先祖从东昌府迁此屯居，并于村东头创建清真寺一座。清光绪31年(1905)，由阿訇何尚元和社首张世道、张世普、马同顺等人发起，将清真寺搬迁到村西头。新寺占地2亩，主要建筑有礼拜殿、北讲堂、南屋等。1981年后，经群众集资，清真寺得到重修。现寺有礼拜殿3间，北讲堂4间，水房3间，南屋4间，女礼拜殿2间，大门1间。",,,,115.224159,34.712341
民权县前大堤清真寺,年代不详,河南省,商丘市,民权县,,前大堤清真寺位于老颜集乡前大堤村，原址在老颜集，于1927年搬迁到前大堤村，后又经历了1938年与1997年的两次重建。现今占地0.9亩。,,,,114.306630,30.524850
民权县潘庄清真寺,年代不详,河南省,商丘市,民权县,,潘庄清真寺，座落在北关镇潘庄村，坊上有回民1300人，主要分布在潘庄。现有礼拜殿3间，北讲堂5间，水房5间，库房2间，大门2间，占地1.2亩。另在村中间建女寺一座，有房屋7间，占地0.8亩。,,,,122.536118,40.948742
民权县南张楼清寺,年代不详,河南省,商丘市,民权县,王桥乡南张楼村东南角,南张楼清真寺，座落在王桥乡南张楼村东南角，有回族居民1200人，主要分布在南张楼、焦庄、麻花庄、五间楼、白老家、许庄等处。,,,,115.245750,34.700150
民权县城关清真寺,年代不详,河南省,商丘市,民权县,,民权县城关清真寺，又叫车站清真寺，座落于民权县城道南，有回族居民3000人，分布在各街道。,,,,114.569153,30.664232
民权县马庄清真寺,年代不详,河南省,商丘市,民权县,,马庄清真寺位于胡集回族乡马庄村，始建于清乾隆十三年(1749)，多年来经历数次损毁与重建，于1987年后重建。寺占地1.5亩。,,,,118.265617,34.652191
民权县马楼清真寺,年代不详,河南省,商丘市,民权县,北关镇马楼村,马楼清真寺，坐落在北关镇马楼村，坊上有回民200人，主要分布在马楼和三合村两处。,,,,115.232872,34.711052
民权县辘轳湾清真寺,年代不详,河南省,商丘市,民权县,,"辘轳湾清真寺位于胡集回族乡辘轳湾村。始建于1936年，""文化大革命""中，清真寺停止宗教活动，于1980年恢复以及重建。现今占地1.3亩。",,,,113.487940,34.140480
民权县李摆头楼清真寺,1954年,河南省,商丘市,民权县,,李摆头楼清真寺位于王桥乡李摆头楼村西头，始建于1954年，1982年进行了一次重建。现今占地0.5亩。,,,,113.648994,34.176884
民权县老城清真寺,年代不详,河南省,商丘市,民权县,城关镇老城村,老城清真寺，座落在城关镇老城村，回族居民1100人，主要居住在老城村。,,,,115.232872,34.711052
民权县蒋柿园清真寺,年代不详,河南省,商丘市,民权县,,蒋柿园清真寺，座落在民权县王桥乡蒋柿园村，有回旋居民550人，主要分布在蒋柿园、杨楼等村。,,,,102.826561,23.634701
民权县胡集清真寺,年代不详,河南省,商丘市,民权县,河南省	商丘市,"胡集清真寺，坐落在民权县胡集回族乡胡集村西头。胡集回民原与大张庄同坊，1936年因""路途较远，礼拜多有不便""而与大张庄分坊。在社首朱文义、朱文汉、马文德、张金亮等人的倡议下，召集全坊回族群众在西街创建清真寺一座。因当时经费所限，建筑比较简单。1958年后，清真寺被一些单位占用。1981年，占房单位先后撤出，清真寺得到恢复。1987年以后，经群众数次捐款，对清真寺进行了全面翻修。",,,,115.613960,34.443790
民权县樊楼清真寺,年代不详,河南省,商丘市,民权县,,樊楼清真寺，座落在胡集回族乡樊楼村，有回族居民1200人，主要分布在樊楼、麻花庄等村。,,,,115.237953,34.711952
民权县短岗清真寺,年代不详,河南省,商丘市,民权县,双塔乡短岗村,短岗清真寺，座落于双塔乡短岗村，有回族居民220人，主要分布在短岗村及人和镇内黄村、人和集等处。,,,,115.232872,34.711052
民权县丁道口清真寺,年代不详,河南省,商丘市,民权县,,丁道口清真寺位于北关镇丁道口村。始建于1915年，后数次重建。现占地1亩，其中清真寺有内宅一处，占地0.5亩。,,,,101.385078,37.474239
民权县翟庄清真寺,年代不详,河南省,商丘市,民权县,,翟庄清真寺，位于河南省民权县伯党乡翟庄村。是民权道南四坊清真寺之一、创建于清同治年间，1991和1998在以朱世环，朱世德，朱世先等为社头的一班人带领下进行重建。主要建筑有礼拜殿、梆克楼(寺大门)、北屋讲堂、水房和碑亭等。布局合理、紧凑。是一座北方典型居家式清真寺。,,,,111.814461,28.508053
民权县堤角清真寺,1928年,河南省,商丘市,民权县,,堤角清真寺，座落在北关镇堤角村，始建于1928年，坊上有回民800人，主要分布在堤角和南丁庄两村。,,,,116.847878,38.304386
民权县大张庄清真寺,年代不详,河南省,商丘市,民权县,民权县胡集回族乡大张庄村,大张庄清真寺，座落在民权县胡集回族乡大张庄村，有回族居民800人，主要分布在大张庄、金楼、李集、小马庄、金岗等村。,,,,115.224022,34.741814
民权县褚庙清真寺,年代不详,河南省,商丘市,民权县,,褚庙清真寺，座落在褚庙乡褚庙集西街，有回族居民500人，主要分布在褚庙和小金庄两处。禇庙清真寺是于清同治年间由社首马德来、李香萍等人发起创建的。1976年清真寺得到翻修，1996年，在社首王军的倡议下，清真寺进行扩建，扩建后的清真寺占地1亩，有北讲堂5间，礼拜殿3间，水房3间。,,,,109.752500,18.400050
